assigned_to,Mathematical,Shape(s) is closed,Labeled angles (if any) match drawn angle,Applicable - Labeled angles (if any) match drawn angle,Labeled lengths and areas (if any) match visual proportions,Applicable - Labeled lengths and areas (if any) match visual proportions,Core math properties of the shape(s) are correct,Spatial,Diagram is fully in frame,Diagram elements are scaled to be readable,Labels (if any) are associated with correct elements,Applicable - Labels (if any) are associated with correct elements,Diagram elements don't problematically overlap,prompt,subcategory,image,tikz,rating_source,diagram_id
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"coordinate grid with triangle ABC and three other congruent triangles DEF, GHI, JKL arranged in rotation pattern, with grid lines and axis labels visible",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-f2fOEc3nxpa7VlxUXLCILS82h2ECdF.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    FourQuadrantGrid,
    width=\FP,
    height=\FP,
    xmin=-8,
    xmax=8,
    ymin=-8,
    ymax=8,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={-8,-7,...,8},
    ytick={-8,-7,...,8},
    minor xtick={},
    minor ytick={}
]

% Original triangle ABC
\coordinate (A) at (1,1);
\coordinate (B) at (4,1);
\coordinate (C) at (2,4);

% Triangle DEF (90° rotation counterclockwise about origin)
\coordinate (D) at (-1,1);
\coordinate (E) at (-1,4);
\coordinate (F) at (-4,2);

% Triangle GHI (180° rotation about origin)
\coordinate (G) at (-1,-1);
\coordinate (H) at (-4,-1);
\coordinate (I) at (-2,-4);

% Triangle JKL (270° rotation counterclockwise about origin)
\coordinate (J) at (1,-1);
\coordinate (K) at (1,-4);
\coordinate (L) at (4,-2);

% Draw triangles
\draw[line width=1.5pt, blue] (A) -- (B) -- (C) -- cycle;
\draw[line width=1.5pt, red] (D) -- (E) -- (F) -- cycle;
\draw[line width=1.5pt, green] (G) -- (H) -- (I) -- cycle;
\draw[line width=1.5pt, orange] (J) -- (K) -- (L) -- cycle;

% Label vertices
\node[vertex, label=below right:{$A$}] at (A) {};
\node[vertex, label=below right:{$B$}] at (B) {};
\node[vertex, label=above right:{$C$}] at (C) {};

\node[vertex, label=below left:{$D$}] at (D) {};
\node[vertex, label=above left:{$E$}] at (E) {};
\node[vertex, label=above left:{$F$}] at (F) {};

\node[vertex, label=above left:{$G$}] at (G) {};
\node[vertex, label=above left:{$H$}] at (H) {};
\node[vertex, label=below left:{$I$}] at (I) {};

\node[vertex, label=above right:{$J$}] at (J) {};
\node[vertex, label=below right:{$K$}] at (K) {};
\node[vertex, label=below right:{$L$}] at (L) {};

\end{axis}
\end{tikzpicture}
\end{document}",shubhra,100
Vishal,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,,No,"triangle A with base 5 and height 6, showing perpendicular height line",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-tATfMHhDlUem8759YlrfzCLjGbO1vn.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1cm,y=1cm]

% Draw triangle A with base 5 and height 6
\draw[fill=LBlue] (0,0)--(5,0)--(2.5,6)--cycle;

% Draw the base line (emphasized)
\draw[thick] (0,0)--(5,0);

% Draw perpendicular height line (dashed)
\draw[dashed, thick] (2.5,6)--(2.5,0);

% Draw right angle indicator
\draw[line width=0.5pt] (2.5,0) rectangle ($(2.5,0)+(0.3,0.3)$);

% Label the base
\node[below] at (2.5,-0.3) {base = 5};

% Label the height
\node[right] at (2.8,3) {height = 6};

% Label the triangle
\node[above left] at (2.5,6.2) {Triangle A};

% Add measurement arrows for base
\draw[<->] (0,-0.7)--(5,-0.7);
\node[below] at (2.5,-0.7) {5};

% Add measurement arrows for height
\draw[<->] (3.2,0)--(3.2,6);
\node[right] at (3.2,3) {6};

\end{tikzpicture}

\end{document}",vishal,101
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,card with 3 green birds in triangle formation,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-xCJGsindMXOqTNF1IYM1xJh2YswHvU.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]
\clip (-1.5,-1.2) rectangle (1.5,1.2);

% Draw card background
\draw[fill=white, draw=black, thick] (-1.2,-1) rectangle (1.2,1);

% Position birds in triangle formation
% Top bird
\begin{scope}[shift={(0,0.4)}, scale=0.3]
\draw[fill=green!70!black, draw=green!40!black, thick] 
  (-0.3,0) -- (-0.8,0.4) -- (-0.5,0.6) -- (0,0.8) -- (0.5,0.6) -- (0.8,0.4) -- (0.3,0) -- (0.1,-0.2) -- (-0.1,-0.2) -- cycle;
% Bird eye
\fill[black] (-0.1,0.3) circle (0.08);
\end{scope}

% Bottom left bird
\begin{scope}[shift={(-0.5,-0.3)}, scale=0.3]
\draw[fill=green!70!black, draw=green!40!black, thick] 
  (-0.3,0) -- (-0.8,0.4) -- (-0.5,0.6) -- (0,0.8) -- (0.5,0.6) -- (0.8,0.4) -- (0.3,0) -- (0.1,-0.2) -- (-0.1,-0.2) -- cycle;
% Bird eye
\fill[black] (-0.1,0.3) circle (0.08);
\end{scope}

% Bottom right bird
\begin{scope}[shift={(0.5,-0.3)}, scale=0.3]
\draw[fill=green!70!black, draw=green!40!black, thick] 
  (-0.3,0) -- (-0.8,0.4) -- (-0.5,0.6) -- (0,0.8) -- (0.5,0.6) -- (0.8,0.4) -- (0.3,0) -- (0.1,-0.2) -- (-0.1,-0.2) -- cycle;
% Bird eye
\fill[black] (-0.1,0.3) circle (0.08);
\end{scope}

\end{tikzpicture}
\end{document}",shubhra,102
Shubhra,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,two similar triangles with corresponding parts labeled and measurements shown,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-cPnZpr32v0YWUkl9hh6sItSijpdYFj.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=0.8in,y=0.8in]

% First triangle (larger)
\coordinate (A1) at (0,0);
\coordinate (B1) at (3,0);
\coordinate (C1) at (1.5,2);

\draw[thick] (A1) -- (B1) -- (C1) -- cycle;

% Labels for first triangle
\node[below left] at (A1) {A};
\node[below right] at (B1) {B};
\node[above] at (C1) {C};

% Side measurements for first triangle
\node[below, yshift=-2mm] at (1.5,0) {6};
\node[left, xshift=-2mm] at (0.75,1) {4};
\node[right, xshift=2mm] at (2.25,1) {5};

% Second triangle (smaller, similar)
\coordinate (D1) at (5,0);
\coordinate (E1) at (6.8,0);
\coordinate (F1) at (5.9,1.2);

\draw[thick] (D1) -- (E1) -- (F1) -- cycle;

% Labels for second triangle
\node[below left] at (D1) {D};
\node[below right] at (E1) {E};
\node[above] at (F1) {F};

% Side measurements for second triangle
\node[below, yshift=-2mm] at (5.9,0) {3};
\node[left, xshift=-2mm] at (5.45,0.6) {2};
\node[right, xshift=2mm] at (6.35,0.6) {2.5};

% Angle markings for corresponding angles
% First triangle angles
\draw (A1) ++(0.3,0) arc (0:53.13:0.3);
\draw (B1) ++(-0.3,0) arc (180:126.87:0.3);
\draw (C1) ++(0,-0.25) arc (270:233.13:0.25) arc (233.13:306.87:0.25);

% Second triangle angles (similar markings)
\draw (D1) ++(0.3,0) arc (0:53.13:0.3);
\draw (E1) ++(-0.3,0) arc (180:126.87:0.3);
\draw (F1) ++(0,-0.25) arc (270:233.13:0.25) arc (233.13:306.87:0.25);

% Correspondence arrows
\draw[<->, dashed, gray] (A1) -- (D1);
\draw[<->, dashed, gray] (B1) -- (E1);
\draw[<->, dashed, gray] (C1) -- (F1);

\end{tikzpicture}

\end{document}",shubhra,103
Rebecca,,Yes,No,,No,N/A,Yes,,Yes,Yes,Yes,,No,isosceles triangle with vertex angle 28 degrees,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-fqCtXBlvRQX7vh6kSG1w6IAq3zgWPL.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=0.5in,y=0.5in]

% Define the isosceles triangle with vertex angle 28 degrees
\def\vertexAngle{28}
\def\baseLength{4}

% Calculate base angles (both equal in isosceles triangle)
\pgfmathsetmacro{\baseAngle}{(180-\vertexAngle)/2}

% Define coordinates
\coordinate (A) at (0, 3.5);  % Top vertex
\coordinate (B) at (-2, 0);   % Bottom left
\coordinate (C) at (2, 0);    % Bottom right

% Draw the triangle
\draw[thick] (A) -- (B) -- (C) -- cycle;

% Mark the vertices
\node[vertex, label=above:$A$] at (A) {};
\node[vertex, label=below left:$B$] at (B) {};
\node[vertex, label=below right:$C$] at (C) {};

% Draw angle arc and label for vertex angle
\drawarc[line width=0.5pt](A)(-104:-76:0.4in);
\node at ($(A)+(-90:0.6in)$) {$28^\circ$};

% Draw angle arcs and labels for base angles
\drawarc[line width=0.5pt](B)(0:76:0.3in);
\node at ($(B)+(38:0.5in)$) {$76^\circ$};

\drawarc[line width=0.5pt](C)(104:180:0.3in);
\node at ($(C)+(142:0.5in)$) {$76^\circ$};

% Mark equal sides with tick marks
\draw[thick] ($(A)!0.5!(B) + (0.1,0.05)$) -- ($(A)!0.5!(B) + (-0.1,-0.05)$);
\draw[thick] ($(A)!0.5!(C) + (-0.1,0.05)$) -- ($(A)!0.5!(C) + (0.1,-0.05)$);

\end{tikzpicture}
\end{document}",rebecca,104
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,coordinate plane with triangle DEF at coordinates,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-gBOveKsPw7NeVeM206lwVr0LLHdmCa.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[FirstQuadrantLabeled,width=\HalfPage,height=\HalfPage,xmin=0,xmax=10,ymin=0,ymax=10,xlabel={$x$},ylabel={$y$},xlabel style={yshift=-8pt},ylabel style={xshift=-8pt},xtick={0,1,2,3,4,5,6,7,8,9,10},ytick={0,1,2,3,4,5,6,7,8,9,10},minor x tick num=0,minor y tick num=0]

\coordinate (D) at (2,3);
\coordinate (E) at (7,2);
\coordinate (F) at (4,8);

\draw[line width=1.5pt] (D) -- (E) -- (F) -- (D);

\node[vertex,label={below left:D}] at (D) {};
\node[vertex,label={below right:E}] at (E) {};
\node[vertex,label={above:F}] at (F) {};

\end{axis}
\end{tikzpicture}
\end{document}",rebecca,105
All (IRR),,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"Triangle JKL, scalene triangle on coordinate grid",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-5eree6ffTGBEcnqbhgCP4zBE3q4P5V.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    FirstQuadrantLabeled,
    width=\HalfPage,
    height=\HalfPage,
    xmin=0,
    xmax=10,
    ymin=0,
    ymax=10,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={0,1,2,3,4,5,6,7,8,9,10},
    ytick={0,1,2,3,4,5,6,7,8,9,10},
    minor x tick num=0,
    minor y tick num=0
]

\coordinate (J) at (2,1);
\coordinate (K) at (8,2);
\coordinate (L) at (4,7);

\draw[line width=1.5pt] (J) -- (K) -- (L) -- (J);

\node[vertex, label={below left:$J$}, fill=white, draw=black, thick, inner sep=1.5pt] at (J) {};
\node[vertex, label={below right:$K$}, fill=white, draw=black, thick, inner sep=1.5pt] at (K) {};
\node[vertex, label={above:$L$}, fill=white, draw=black, thick, inner sep=1.5pt] at (L) {};

\end{axis}
\end{tikzpicture}
\end{document}",irr_consensus,106
Shubhra,,Yes,No,,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"grid with triangle, obtuse triangle on unit grid, vertices at (2,1), (8,3), (4,6), with height line drawn perpendicular to base",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-e4j9Xdlx0Xz68hMToeyxqpL9Zer7uo.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    FirstQuadrantXY,
    width=\HalfPage,
    height=\HalfPage,
    xmin=0,
    xmax=10,
    ymin=0,
    ymax=8,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={0,1,2,3,4,5,6,7,8,9,10},
    ytick={0,1,2,3,4,5,6,7,8},
    minor x tick num=0,
    minor y tick num=0,
    grid=major
]

% Define triangle vertices
\coordinate (A) at (2,1);
\coordinate (B) at (8,3);
\coordinate (C) at (4,6);

% Draw the triangle
\draw[line width=1.5pt] (A) -- (B) -- (C) -- (A);

% Label vertices
\node[vertex, label={below left:A}] at (A) {};
\node[vertex, label={below right:B}] at (B) {};
\node[vertex, label={above:C}] at (C) {};

% Calculate foot of perpendicular from C to base AB
% Base AB goes from (2,1) to (8,3)
% Direction vector of AB: (6,2)
% Vector from A to C: (2,5)
% Projection formula gives foot at approximately (3.2, 1.4)
\coordinate (H) at (3.2, 1.4);

% Draw height line from C perpendicular to AB
\draw[line width=1pt, dashed] (C) -- (H);

% Mark the right angle at H
\draw[line width=0.8pt] (3.0, 1.5) -- (3.1, 1.7) -- (3.3, 1.6) -- (3.2, 1.4);

% Label the height point
\node[vertex, label={below:H}] at (H) {};

\end{axis}
\end{tikzpicture}
\end{document}",shubhra,107
Vishal,,Yes,Yes,,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"triangle on grid, base 4 units, height 3 units",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-lv9vCaRcoSz6WzlBwmmkfyOaucv7FB.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

% Number of squares in grid
\def\numHor{8}
\def\numVer{6}

% Grid should have 0.25in spacing, 
% x and y are set at 0.25in so that grid intersections are at x,y=0,1,2,3,....
\begin{tikzpicture}[x=.25in,y=.25in]

% Grid and outer rectangle (rectangle makes sure corners are smooth)
\draw[line width =.5pt,black!70](0,0) grid[step=1] (\numHor,\numVer); 
\draw[line width =.5pt,black!70](0,0) rectangle(\numHor,\numVer); 

% Triangle with base 4 units and height 3 units
\draw[line width=1.5pt, draw=Blue, fill=LBlue] 
      (1,1) node[vertex,label=below left:{$A$}] {}
   -- (5,1) node[vertex,label=below right:{$B$}] {}
   -- (3,4) node[vertex,label=above:{$C$}] {}
   -- cycle;

% Height line (dashed from apex to base)
\draw[dashed, line width=1pt] (3,4) -- (3,1);

% Right angle indicator
\draw[line width=0.5pt] (3,1) rectangle ($(3,1)+(0.2,0.2)$);

\end{tikzpicture}
\end{document}",vishal,108
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,grid showing rectangle 2 units wide by 1 unit tall labeled Copy D,rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-5S3QHsNgi21K472ZY31ILSSMYelw9b.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[x=0.5in,y=0.5in]
\draw (0,0) grid (2,1);
\draw[thick] (0,0) rectangle (2,1);
\node at (1,-0.3) {Copy D};
\end{tikzpicture}
\end{document}",rebecca,109
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,No,No,,Yes,grid showing original rectangle 4 units wide by 2 units tall labeled Shape A,rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-Mg2SECbRCnjurML00NdoUKLZALYuMT.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=.3in,y=.3in]

%% Grid dimensions: 6 units wide by 4 units tall to show the rectangle with some margin
\def\widthparts{6}
\def\heightparts{4}

%% Clip around the grid
\clip (-.05,-.05) rectangle (\widthparts+.05,\heightparts+.05);

%% Draw the rectangle filled with light blue
%% Rectangle is 4 units wide by 2 units tall, positioned at (1,1) to center it
\draw[draw=none, fill=LBlue]
(1,1)--(5,1)--(5,3)--(1,3)--cycle;

%% Draw the grid
\draw[line width =.5pt,black!70] (0,0) grid[step=1] (\widthparts,\heightparts);

%% Draw the rectangle border
\draw[line width=1.5pt] (1,1)--(5,1)--(5,3)--(1,3)--cycle;

%% Label the shape
\node at (3,3.4) {Shape A};

\end{tikzpicture}
\end{document}",shubhra,110
Vishal,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,No,"rectangle with right triangle cut out from corner, rectangle 8x6, triangle legs 3 and 4",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-HEQGRKayS8jB3z6LDdE5kWKyuXCBLW.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[scale=0.5]
  % Draw the main rectangle (8x6)
  \draw[thick, fill=LBlue!30] (0,0) rectangle (8,6);
  
  % Cut out the right triangle from top-right corner
  \draw[thick, fill=white] (8,6) -- (5,6) -- (8,2) -- cycle;
  
  % Redraw the outline after cutting
  \draw[thick] (0,0) -- (8,0) -- (8,2) -- (5,6) -- (0,6) -- cycle;
  
  % Label the rectangle dimensions
  \node[below] at (4,0) {8};
  \node[left] at (0,3) {6};
  
  % Label the triangle legs
  \node[above] at (6.5,6) {3};
  \node[right] at (8,4) {4};
  
  % Add dimension arrows for rectangle
  \draw[<->] (0,-0.3) -- (8,-0.3);
  \draw[<->] (-0.3,0) -- (-0.3,6);
  
  % Add dimension arrows for triangle legs
  \draw[<->] (5,6.3) -- (8,6.3);
  \draw[<->] (8.3,2) -- (8.3,6);
\end{tikzpicture}
\end{document}",vishal,111
Vishal,,Yes,No,N/A,No,N/A,Yes,,No,Yes,No,N/A,Yes,"large net with 6 rectangles, 4 in a row with 2 additional rectangles above and below, make it big and clear",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-af2o4pceCKhRP3uvXd926uRlny30a2.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1.2in,y=1.2in]

%% Define dimensions for a large, clear net
\def\widthparts{4}
\def\heightparts{3}

%% Clip to keep the image clean
\clip (-.1,-.1) rectangle (\widthparts+.1,\heightparts+.1);

%% Draw the net with 6 rectangles: 4 in a row with 2 additional above and below
%% Fill all rectangles with light blue and thick black borders

%% Bottom row: 4 rectangles in a row
\draw[line width=2pt, fill=LBlue] (0,0)--(1,0)--(1,0.6)--(0,0.6)--cycle;
\draw[line width=2pt, fill=LBlue] (1,0)--(2,0)--(2,0.6)--(1,0.6)--cycle;
\draw[line width=2pt, fill=LBlue] (2,0)--(3,0)--(3,0.6)--(2,0.6)--cycle;
\draw[line width=2pt, fill=LBlue] (3,0)--(4,0)--(4,0.6)--(3,0.6)--cycle;

%% Rectangle above (attached to second rectangle from left)
\draw[line width=2pt, fill=LBlue] (1,0.6)--(2,0.6)--(2,1.2)--(1,1.2)--cycle;

%% Rectangle below (attached to third rectangle from left)
\draw[line width=2pt, fill=LBlue] (2,-0.6)--(3,-0.6)--(3,0)--(2,0)--cycle;

\end{tikzpicture}
\end{document}",vishal,112
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"two rectangles, same dimensions but one is flipped horizontally",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-ctOV63Jhd1TLzS4upf140Xlz813Hlu.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[x=1in,y=1in]
\clip (-1.5,-0.7) rectangle (1.5,0.7);

% Left rectangle (original orientation)
\draw (-1.2,-0.4) rectangle (-0.4,0.4);

% Right rectangle (flipped horizontally - same as left since rectangle is symmetric)
\draw (0.4,-0.4) rectangle (1.2,0.4);

\end{tikzpicture}
\end{document}",shubhra,114
All (IRR),,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"pentagon enclosed in rectangle 8 cm by 6 cm, with three triangular corner pieces to subtract",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-Ur0NXzH21iPPZ6M5hygQtYLCX7lQ3C.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[x=1cm,y=1cm]

% Draw the rectangle outline (8 cm by 6 cm)
\draw[line width=1.5pt] (0,0) rectangle (8,6);

% Draw the pentagon inside the rectangle
\draw[line width=1.5pt, fill=LBlue] (1,1) -- (3,1) -- (4,3) -- (2,5) -- (0.5,3) -- cycle;

% Draw the three triangular corner pieces to subtract
% Top-left corner triangle
\draw[line width=1.5pt, fill=red!30] (0,6) -- (0.5,6) -- (0,4.5) -- cycle;

% Top-right corner triangle  
\draw[line width=1.5pt, fill=red!30] (8,6) -- (8,4) -- (6.5,6) -- cycle;

% Bottom-right corner triangle
\draw[line width=1.5pt, fill=red!30] (8,0) -- (8,1.5) -- (6,0) -- cycle;

% Add dimension labels
\node[below] at (4,0) {8 cm};
\node[left] at (0,3) {6 cm};

\end{tikzpicture}
\end{document}",irr_consensus,115
Shubhra,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,No,,Yes,coordinate plane showing scale drawing of rectangle with scale 1:2,rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-kR26guNgWDPbhXm0ijuGCgKXMBErQC.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}
\begin{axis}[FirstQuadrantLabeled,
    width=\HalfPage,
    height=\HalfPage,
    xmin=0,
    xmax=12,
    ymin=0,
    ymax=10,
    xlabel={},
    ylabel={},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={0,1,2,3,4,5,6,7,8,9,10,11,12},
    ytick={0,1,2,3,4,5,6,7,8,9,10},
    grid=both,
    minor tick num=0]

% Original rectangle (actual size)
\draw [line width = 1.5pt, blue] (1,1) rectangle (5,3);
\node[above right=2pt, fill=white, draw=black, thick, inner sep=1.5pt] at (3,3.2) {Original};

% Scale drawing rectangle (1:2 means half the size)
\draw [line width = 1.5pt, red] (7,1) rectangle (9,2);
\node[above right=2pt, fill=white, draw=black, thick, inner sep=1.5pt] at (8,2.2) {Scale 1:2};

% Labels for dimensions
\node[below=2pt] at (3,0.8) {4 units};
\node[left=2pt] at (0.8,2) {2 units};
\node[below=2pt] at (8,0.8) {2 units};
\node[left=2pt] at (6.8,1.5) {1 unit};

\end{axis}
\end{tikzpicture}

\end{document}",shubhra,116
Shubhra,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,No,,Yes,visual showing scale factor 2 with original rectangle 3x4 and scaled copy 6x8,rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-MTcWcpl7NM94aVD8czCHSf3YsZSRw4.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=0.5in,y=0.5in]

% Original rectangle (3x4)
\draw[thick, blue] (0,0) rectangle (3,4);
\node[below] at (1.5,-0.3) {Original Rectangle};
\node[below] at (1.5,-0.6) {3 × 4};

% Scaled rectangle (6x8) - positioned to the right with some spacing
\draw[thick, red] (5,0) rectangle (11,8);
\node[below] at (8,-0.3) {Scaled Copy};
\node[below] at (8,-0.6) {6 × 8};

% Scale factor label
\node[above] at (8,8.5) {Scale Factor: 2};

% Dimension labels for original rectangle
\node[left] at (-0.2,2) {4};
\node[below] at (1.5,-0.1) {3};

% Dimension labels for scaled rectangle
\node[left] at (4.8,4) {8};
\node[below] at (8,-0.1) {6};

% Arrow showing the scaling transformation
\draw[->, thick, green!60!black] (3.2,2) -- (4.8,4);
\node[above, green!60!black] at (4,3.2) {×2};

\end{tikzpicture}

\end{document}",shubhra,117
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,rectangle 12 cm by 8 cm,rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-pqTAGygSMMG59TsJ3SxquhClxfktJv.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[scale=0.5]
\draw (0,0) rectangle (12,8);
\draw (6,0) node[below] {12 cm};
\draw (12,4) node[right] {8 cm};
\end{tikzpicture}

\end{document}",rebecca,118
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"rectangle, original 4x2 and scaled copy 8x4",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-9v5edG9vdSmyv40uYEtAYCe21GYB4A.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[scale=0.8]

% Original rectangle 4x2
\draw[thick] (0,0) rectangle (4,2);
\node[below] at (2,0) {4};
\node[left] at (0,1) {2};
\node[above] at (2,2.3) {Original};

% Scaled copy 8x4
\draw[thick] (6,0) rectangle (14,4);
\node[below] at (10,0) {8};
\node[left] at (6,2) {4};
\node[above] at (10,4.3) {Scaled Copy};

\end{tikzpicture}

\end{document}",rebecca,119
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"rectangle with tick marks on top edge only, 6 tick marks across top, left side labeled 3 meters",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-QIAWMV8LsYD3QegxwpBork1FalJzWu.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]
\draw (0,0) rectangle (1.5,0.75);
\foreach \x in {0,0.3,0.6,0.9,1.2,1.5} {
  \draw (\x,0.75) -- (\x,0.85);
}
\node[anchor=east] at (0,0.375) {3 meters};
\end{tikzpicture}

\end{document}",rebecca,120
Vishal,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"simple L-shape made of two rectangles, bottom rectangle 6 cm by 3 cm, top rectangle 4 cm by unknown height",rectangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-sWX0INQI7jCiJB80JsZAZl4lGEYOWJ.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[scale=0.5]
\clip (-0.5,-0.5) rectangle (7.5,6.5);

% Bottom rectangle (6 cm by 3 cm)
\draw (0,0) rectangle (6,3);
\draw (3,0) node[below] {6 cm};
\draw (0,1.5) node[left] {3 cm};

% Top rectangle (4 cm by unknown height)
\draw (0,3) rectangle (4,6);
\draw (2,3) node[below] {4 cm};
\draw (4,4.5) node[right] {? cm};

\end{tikzpicture}

\end{document}",vishal,121
